2018       8     9.650     0.043     0.119    699
2018       9     9.733     0.059     0.150    664
2018      10     9.858     0.065     0.172    654
2018      11     9.894     0.055     0.174    698
2018      12     9.887     0.058     0.172    726
2019       1     9.920     0.060     0.191    723
2019       2     9.921     0.088     0.195    229
2019       3     nan        nan       nan       0
2019       4     nan        nan       nan       0
2019       5     nan        nan       nan       0
2019       6    10.077     0.052     0.065    712
2019       7    10.083     0.044     0.064    739
2019       8    10.076     0.043     0.083    700
2019       9    10.140     0.042     0.096    672
2019      10    10.195     0.030     0.052    684
2019      11    10.242     0.036     0.083    709
2019      12    10.243     0.036     0.073    614
2020       1    10.275     0.039     0.073    664
2020       2    10.272     0.040     0.076    691
2020       3    10.279     0.056     0.079    652
2020       4    10.323     0.070     0.096    686
2020       5    10.394     0.082     0.191    699
2020       6    10.392     0.095     0.109    713
2020       7    10.359     0.093     0.126    692
2020       8    10.398     0.063     0.105    721
2020       9    10.456     0.051     0.122    707
2020      10    10.470     0.050     0.117    734
2020      11    10.535     0.057     0.131    335
2020      12    10.532     0.053     0.123    731
2021       1    10.576     0.058     0.110    533
2021       2    10.625     0.055     0.119    655
2021       3    10.643     0.058     0.128    671
2021       4    10.720     0.057     0.167    676
2021       5    10.736     0.046     0.123    728
2021       6    10.762     0.071     0.125    713
2021       7    10.764     0.086     0.125    716
2021       8    10.809     0.060     0.141    706
2021       9    10.894     0.063     0.156    698
2021      10    10.901     0.048     0.134    732
2021      11    10.909     0.041     0.105    699
2021      12    10.930     0.044     0.118    657
2022       1    10.990     0.060     0.132    662
2022       2    11.036     0.042     0.115    641
2022       3    11.038     0.049     0.095    724
2022       4    11.108     0.050     0.097    674
2022       5    11.154     0.059     0.093    723
2022       6    11.215     0.086     0.091    687
2022       7    11.178     0.081     0.102    729
2022       8    11.183     0.052     0.087    716
2022       9    11.264     0.059     0.098    709
2022      10    11.308     0.050     0.116    682
2022      11    11.374     0.049     0.122    668
2022      12     nan        nan       nan       0
2023       1     nan        nan       nan       0
